order,set_key,file_path,thumbnail,width,height,date_created
12,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0122.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0122_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
13,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0123.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0123_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
14,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0124.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0124_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
15,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0125.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0125_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
16,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0126.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0126_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
17,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0127.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0127_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
18,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0128.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0128_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
19,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0129.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0129_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
20,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0130.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0130_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
21,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0131.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0131_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
22,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0132.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0132_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
23,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0133.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0133_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
24,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0134.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0134_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
25,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0135.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0135_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
26,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0136.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0136_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
27,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0137.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0137_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
28,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0138.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0138_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
29,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0139.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0139_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
30,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0140.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0140_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
31,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0141.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0141_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
32,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0142.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0142_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
33,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0143.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0143_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
34,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0144.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0144_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
35,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0145.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0145_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
36,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0146.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0146_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
37,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0147.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0147_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
38,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0148.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0148_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
39,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0149.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0149_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
40,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0150.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0150_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
41,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0151.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0151_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
42,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0152.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0152_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
43,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0153.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0153_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
44,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0154.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0154_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
45,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0155.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0155_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
46,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0156.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0156_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
47,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0157.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0157_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
48,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0158.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0158_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
49,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0159.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0159_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
50,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0160.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0160_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
51,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0161.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0161_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
52,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0162.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0162_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
53,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0163.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0163_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
54,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0164.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0164_thumb.jpg,3744,5616,Tue Sep 22 11:18:19 CDT 2015
55,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0165.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0165_thumb.jpg,3744,5616,Tue Sep 22 11:18:19 CDT 2015
56,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0166.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0166_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
57,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0167.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0167_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
58,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0168.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0168_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
59,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0169.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0169_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
60,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0170.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0170_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
61,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0171.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0171_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
62,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0172.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0172_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
63,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0173.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0173_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
64,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0174.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0174_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
65,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0175.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0175_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
66,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0176.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0176_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
67,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0177.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0177_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
68,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0178.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0178_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
69,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0179.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0179_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
70,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0180.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0180_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
71,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0181.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0181_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
72,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0182.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0182_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
73,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0183.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0183_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
74,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0184.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0184_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
75,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0185.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0185_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
76,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0186.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0186_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
77,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0187.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0187_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
78,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0188.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0188_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
79,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0189.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0189_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
80,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0190.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0190_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
81,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0191.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0191_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
82,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0192.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0192_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
83,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0193.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0193_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
84,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0194.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0194_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
85,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0195.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0195_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
86,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0196.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0196_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
87,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0197.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0197_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
88,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0198.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0198_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
89,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0199.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0199_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
90,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0200.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0200_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
91,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0201.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0201_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
92,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0202.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0202_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
93,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0203.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0203_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
94,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0204.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0204_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
95,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0205.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0205_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
96,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0206.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0206_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
97,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0207.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0207_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
98,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0208.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0208_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
99,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0209.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0209_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
100,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0210.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0210_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
101,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0211.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0211_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
102,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0212.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0212_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
103,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0213.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0213_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
104,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0214.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0214_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
105,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0215.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0215_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
106,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0216.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0216_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
107,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0217.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0217_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
108,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0218.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0218_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
109,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0219.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0219_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
110,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0220.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0220_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
111,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0221.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0221_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
112,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0222.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0222_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
113,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0223.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0223_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
114,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0224.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0224_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
115,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0225.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0225_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
116,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0226.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0226_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
117,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0227.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0227_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
118,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0228.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0228_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
119,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0229.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0229_thumb.jpg,2076,4998,Tue Sep 22 11:18:19 CDT 2015
120,grampus_2,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0230.jpg,http://whaling-data.oldweather.org/subjects/logbookofgrampus00unse_0230_thumb.jpg,2153,5005,Tue Sep 22 11:18:19 CDT 2015
